URL,Status Code,Load Time,Title,Title Length,Meta Description,Meta Length,H1 Tags,Missing ALT Images,Broken Links,Broken Links List
https://glitterqueencreative.ca?add-to-cart=2002,200,0.111,Glitter Queen Creative: Handmade Jewelry & Custom Designs,57,"Explore Glitter Queen Creative's collection of handmade jewelry & accessories from Vancouver. Discover custom glasses chains, pendants, rhinestone pieces & more",160,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/product/druzy-pendant-necklace/,200,0.086,Druzy Pendant Necklace | Glitter Queen Creative,47,"Druzy Pendant Necklace - Add a touch of style with these druzy pendant necklace, perfect for festival and daily wear.",117,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca?add-to-cart=2001,200,0.114,Glitter Queen Creative: Handmade Jewelry & Custom Designs,57,"Explore Glitter Queen Creative's collection of handmade jewelry & accessories from Vancouver. Discover custom glasses chains, pendants, rhinestone pieces & more",160,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/product/druzy-glasses-chain/,200,0.071,Druzy Glasses Chain | Glitter Queen Creative,44,"Druzy Glasses Chain - Add a touch of style with these druzy glasses chain, perfect for festival and daily wear.",111,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/product/chocolate-agate-and-howlite-glasses-chain/,200,0.072,Chocolate Agate and Howlite Glasses Chain | Glitter Queen Creative,66,"Chocolate Agate and Howlite Glasses Chain - Add a touch of style with these chocolate agate and howlite glasses chain, perfect for festival and daily wear.",155,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/product/botswana-agate-pendant-necklace/,200,0.069,Botswana Agate Pendant Necklace | Glitter Queen Creative,56,"Botswana Agate Pendant Necklace - Add a touch of style with these botswana agate pendant necklace, perfect for festival and daily wear.",135,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/product/blue-topaz-chalcdony-crescent-moon-earrings/,200,0.06,Blue Topaz Chalcdony Crescent Moon Earrings | Glitter Queen Creative,68,"Blue Topaz Chalcdony Crescent Moon Earrings - Add a touch of style with these blue topaz chalcdony crescent moon earrings, perfect for festival and daily wear.",159,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca?add-to-cart=1948,200,0.744,Glitter Queen Creative: Handmade Jewelry & Custom Designs,57,"Explore Glitter Queen Creative's collection of handmade jewelry & accessories from Vancouver. Discover custom glasses chains, pendants, rhinestone pieces & more",160,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/product/bling-bling-pastel-pink/,200,0.058,Bling Bling Pastel Pink | Glitter Queen Creative,48,"Bling Bling Pastel Pink - Add a touch of style with these bling bling pastel pink, perfect for festival and daily wear.",119,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca?add-to-cart=1946,200,0.088,Glitter Queen Creative: Handmade Jewelry & Custom Designs,57,"Explore Glitter Queen Creative's collection of handmade jewelry & accessories from Vancouver. Discover custom glasses chains, pendants, rhinestone pieces & more",160,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/product/black-onyx-and-pyrite-gold-plated-glasses-chain/,200,0.095,Black Onyx and Pyrite Gold Plated Glasses Chain | Glitter Queen Creative,72,"Black Onyx and Pyrite Gold Plated Glasses Chain - Add a touch of style with these black onyx and pyrite gold plated glasses chain, perfect for festival and daily wear.",167,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/,200,0.064,Glitter Queen Creative: Handmade Jewelry & Custom Designs,57,"Explore Glitter Queen Creative's collection of handmade jewelry & accessories from Vancouver. Discover custom glasses chains, pendants, rhinestone pieces & more",160,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/product-category/glasses-chains/,200,0.06,Glasses Chains | Glitter Queen Creative,39,"Elevate your eyewear game with our collection of stylish glasses chains. From delicate beadwork to bold gemstone embellishments, each chain is designed to add personality and flair to your eyewear. Crafted with care, our glasses chains combine functionality with fashion, making them a must-have accessory for festivals, work, or everyday wear.",344,0,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/product-category/sunglasses/,200,0.063,Sunglasses | Glitter Queen Creative,35,"Make a statement with our stunning collection of boho-inspired sunglasses. Each pair is thoughtfully adorned with rhinestones, unique frames, or handcrafted details to reflect your individual style. Whether you're dressing up for a sunny day out or adding a touch of sparkle to your ensemble, our sunglasses are the perfect blend of form and function.",351,0,3,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/product-category/necklaces/,200,0.061,Necklaces | Glitter Queen Creative,34,"Adorn yourself with elegance and charm from our collection of handcrafted necklaces. Each piece tells a story, featuring gemstones, pendants, and intricate designs that capture the essence of timeless beauty. Perfect for any occasion, our necklaces range from delicate chains to bold statement pieces, each crafted with meticulous attention to detail.",351,0,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/product-category/headwear/,200,0.054,Headwear | Glitter Queen Creative,33,"Add a touch of bohemian chic to your style with our collection of headwear. From festival-ready headbands adorned with rhinestones to everyday hair clips and accessories, our headwear is designed to make you stand out. Crafted to blend fashion and functionality, these pieces are perfect for expressing your unique personality",326,0,4,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/product-category/earrings/,200,0.053,Earrings | Glitter Queen Creative,33,"Frame your face with stunning handcrafted earrings that showcase your style and spirit. Our collection includes everything from minimalist studs to bold statement earrings with feather or gemstone details. Designed to complement any outfit, each pair is crafted with care, offering a touch of sophistication, whimsy, or dazzling charm.",335,0,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/product-category/bracelets/,200,0.104,Glitter Queen Creative: Handmade Jewelry & Custom Designs,57,"Explore Glitter Queen Creative's collection of handmade jewelry & accessories from Vancouver. Discover custom glasses chains, pendants, rhinestone pieces & more",160,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/checkout/,200,3.666,Cart | Glitter Queen Creative,29,Cart. Review the handmade jewelry and accessories in you've selected,68,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/store-policies/,200,0.073,Store Policies | Glitter Queen Creative,39,"View Glitter Queen Creatives Store Policies including: returns, terms and conditions, privacy policy and shipping information",125,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/crafting-chaaccessible-workspace/,200,0.103,Accessible Workspaces: Balancing Organization with Creativity | Glitter Queen Creative,86,"When it comes to accessible workspaces and storage, think about easy-access containers and open shelving to keep everything you need close by. Small bins for",157,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/rhinestones-in-crafting/,200,0.06,The Sparkling Versatility of Rhinestones in Crafting | Glitter Queen Creative,77,"In the world of DIY crafting, rhinestones stand out as a favorite for creators everywhere. Whether you’re embellishing a pair of Festival Accessories or",152,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/cdn-cgi/l/email-protection,200,0.068,Email Protection | Cloudflare,29,,0,1,0,2,"['https://support.cloudflare.com/hc/en-us/articles/200170016-What-is-Email-Address-Obfuscation-', 'https://support.cloudflare.com/hc/en-us/categories/200275218-Getting-Started']"
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Gold-Paint.png,200,0.113,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Purple-Gemstones.png,200,0.084,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Chrysocolla_Glasses_Chain_image1.jpg,200,0.103,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/White_Wonder_image1-scaled.jpg,200,0.147,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Gold-Jewelry-Pieces.png,200,0.101,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Floral_Headband_image1-scaled.jpg,200,0.159,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Blue_Druzy_Pendant_Necklace_image2.jpg,200,0.079,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Cookie_Cookie_image1.jpg,200,0.135,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Chalcedony_and_Jade_Glasses_Chain_image3.jpg,200,0.088,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Store-Policies-Shipping.webp,200,0.127,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Pink-Flowers.png,200,0.087,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Sapphire-Blue-Stones.png,200,0.08,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Chalcedony_and_Jade_Glasses_Chain_image1.jpg,200,0.09,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Bling_Bling_Pastel_Pink_image1-scaled.jpg,200,0.14,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Pink-Crafting-Supplies.png,200,0.152,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Botswana_Agate_Pendant_Necklace_image2.jpg,200,0.229,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Sparkly-Rhinestones.png,200,0.44,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Cart.webp,200,0.361,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Gold-Paper-e1731406476700.png,200,0.138,Glitter Queen Creative: Handmade Jewelry & Custom Designs,57,"Explore Glitter Queen Creative's collection of handmade jewelry & accessories from Vancouver. Discover custom glasses chains, pendants, rhinestone pieces & more",160,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Pink-Paper.png,200,0.087,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Ruby_Zousite_Necklace_image1-scaled.jpg,200,0.128,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/product/ombre-heart-shaped-sunglasses/,200,0.071,Ombre Heart Shaped Sunglasses | Glitter Queen Creative,54,,0,1,1,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/product/unicorn-horn-clip-four-and-a-half-inch/,200,0.113,Unicorn Horn Clip - Four and a Half Inch | Glitter Queen Creative,65,"Unicorn horn clips available at Glitter Queen Creative. Multiple sizes, perfect for costumes and festivals to add unique flair to your style. Shop today.",153,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/product/unicorn-horn-clip-five-and-a-half-inch/,200,0.063,Unicorn Horn Clip - Five and a half inch | Glitter Queen Creative,65,"Unicorn horn clips available at Glitter Queen Creative. Multiple sizes, perfect for costumes and festivals to add unique flair to your style. Shop today.",153,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/shop/?add-to-cart=2368,200,0.951,Shop Handmade Jewelry & Accessories | Glitter Queen Creative,60,"Shop our collection of bohemian-inspired handmade jewelry, including glasses chains, necklaces, earrings, headwear & sunglasses.",128,0,5,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/shop/?add-to-cart=2058,200,0.088,Shop Handmade Jewelry & Accessories | Glitter Queen Creative,60,"Shop our collection of bohemian-inspired handmade jewelry, including glasses chains, necklaces, earrings, headwear & sunglasses.",128,0,5,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/product/rainbow-headband/,200,0.081,Rainbow headband | Glitter Queen Creative,41,"Rainbow headband - Add a touch of style with these rainbow headband, perfect for festival and daily wear.",105,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/shop/?add-to-cart=2046,200,0.094,Shop Handmade Jewelry & Accessories | Glitter Queen Creative,60,"Shop our collection of bohemian-inspired handmade jewelry, including glasses chains, necklaces, earrings, headwear & sunglasses.",128,0,5,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/product/kids-glam-flower-sunglasses/,200,0.063,Kids Glam Flower Sunglasses | Glitter Queen Creative,52,"Kids Glam Flower Sunglasses - Add a touch of style with these kids glam flower sunglasses, perfect for festival and daily wear.",127,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/product/kids-flower-fantasy-sunglasses/,200,0.084,Kids Flower Fantasy Sunglasses | Glitter Queen Creative,55,"Kids Flower Fantasy Sunglasses - Add a touch of style with these kids flower fantasy sunglasses, perfect for festival and daily wear.",133,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/product/hydro-quartz-glasses-chain/,200,0.09,Hydro Quartz Glasses Chain | Glitter Queen Creative,51,"Hydro Quartz Glasses Chain - Add a touch of style with these hydro quartz glasses chain, perfect for festival and daily wear.",125,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/product/gemstone-pendant-necklace/,200,0.071,Gemstone Pendant Necklace | Glitter Queen Creative,50,"Gemstone Pendant Necklace - Add a touch of style with these gemstone pendant necklace, perfect for festival and daily wear.",123,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/shop/?add-to-cart=2002,200,0.094,Shop Handmade Jewelry & Accessories | Glitter Queen Creative,60,"Shop our collection of bohemian-inspired handmade jewelry, including glasses chains, necklaces, earrings, headwear & sunglasses.",128,0,5,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/shop/?add-to-cart=2001,200,0.112,Shop Handmade Jewelry & Accessories | Glitter Queen Creative,60,"Shop our collection of bohemian-inspired handmade jewelry, including glasses chains, necklaces, earrings, headwear & sunglasses.",128,0,5,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/product/chrysoprase-and-jade-glasses-chain/,200,0.057,Chrysoprase and Jade Glasses Chain | Glitter Queen Creative,59,"Chrysoprase and Jade Glasses Chain - Add a touch of style with these chrysoprase and jade glasses chain, perfect for festival and daily wear.",141,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/product/chalcedony-glasses-chain/,200,0.057,Chalcedony Glasses Chain | Glitter Queen Creative,49,"Chalcedony Glasses Chain - Add a touch of style with these chalcedony glasses chain, perfect for festival and daily wear.",121,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/shop/?add-to-cart=1948,200,0.104,Shop Handmade Jewelry & Accessories | Glitter Queen Creative,60,"Shop our collection of bohemian-inspired handmade jewelry, including glasses chains, necklaces, earrings, headwear & sunglasses.",128,0,5,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Himalayan_Kyanite_and_Jade_Glasses_Chain_image1.jpg,200,0.094,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Amethyst_Glasses_Chain_image1.jpg,200,0.085,,0,,0,1,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Labradorite_and_Amethyst_Glasses_Chain_image1.jpg,200,0.091,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Chalcedony_and_Blue_Opal_Glasses_Chain_image7.jpg,200,0.083,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Stone_Pendant_Necklace_image2.jpg,200,0.072,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Black_Onyx_and_Pyrite_Gold_Plated_Glasses_Chain_image4-scaled.jpg,200,0.1,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Unakite_Gold_Plated_Glasses_Mask_Chain_image5.jpg,200,0.123,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Rainbow_Headband_image2-scaled.jpg,200,0.114,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Lavender_Opal_Glasses_Chain_image2.jpg,200,0.865,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Unakite_Gold_Plated_Glasses_Mask_Chain_image3-scaled.jpg,200,0.209,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Floral_Headband_image2-scaled.jpg,200,0.109,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/White_Wonder_image2.jpg,200,0.141,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Unakite_Necklace_image1-scaled.jpg,200,0.107,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Amethyst_and_Thulite_Glasses_Chain_image1.jpg,200,0.088,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Chocolate_Agate_and_Howlite_Glasses_Chain_image1.jpg,200,0.136,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Youth_Flower_Fantasy_Sunglasses_image6-scaled.jpg,200,0.126,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Peruvian_Blue_Opal_Glasses_Chain_image1-scaled.jpg,200,0.076,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Black_Onyx_and_Pyrite_Gold_Plated_Glasses_Chain_image1-scaled.jpg,200,0.133,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Moonstone_and_Jade_Glasses_Chain_image1-scaled.jpg,200,0.104,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Blue_Topaz_Chalcedony_Crescent_Moon_Earrings_image4-scaled.jpg,200,0.114,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Ruby_Hydro_Glass_and_Ruby_Glasses_Chain_image5-scaled.jpg,200,0.126,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Blue_Topaz_Chalcedony_Crescent_Moon_Earrings_image2-scaled.jpg,200,0.104,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Chalcedony_and_Opal_Glasses_Chain_image8.jpg,200,0.083,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/my-account/lost-password/,200,0.061,My Account | Glitter Queen Creative,35,"Access ""My Account"" to track orders, manage custom design requests, earn loyalty rewards, and shop bohemian-inspired handmade jewelry and accessories.",150,0,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Carnelian_and_Jade_Glasses_Chain_image1.jpg,200,0.106,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Kids_Glam_Flower_Sunglasses_image3-scaled.jpg,200,0.177,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Rainbow_Headband_image4-scaled.jpg,200,0.102,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Male-Glasses-Model-3.png,200,0.165,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Youth_Flower_Fantasy_Sunglasses_image3-scaled.jpg,200,0.133,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Chrysoprase_Chalcedony_and_Jade_Glasses_Chain_image2.jpg,200,0.088,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Group-Model-Shot.png,200,0.166,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Female-Glasses-Model.png,200,0.146,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Chalcedony_and_Opal_Glasses_Chain_image4.jpg,200,0.099,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Amazonite_Hydro_Quartz_Glasses_Chain_image2.jpg,200,0.077,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/product/white-wonder/,200,0.075,White Wonder | Glitter Queen Creative,37,"White Wonder - Add a touch of style with these white wonder, perfect for festival and daily wear.",97,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Youth_Flower_Fantasy_Sunglasses_image4-scaled.jpg,200,0.103,,0,,0,0,0,0,[]
